value,timestamp,
1.0,1497147988068
1.0,1497147988389
1.0,1497147988829
1.0,1497147989189
1.0,1497147989949
1.0,1497147990389
1.0,1497147990750
1.0,1497147991151
1.0,1497147991510
1.0,1497147992111
1.0,1497147992712
1.0,1497147993392
1.0,1497147993936
1.0,1497147994313
1.0,1497147994953
1.0,1497147995314
1.0,1497147995754
1.0,1497147996075
1.0,1497147996555
1.0,1497147996915
1.0,1497147997755
1.0,1497147998155
1.0,1497147998556
1.0,1497147999157
1.0,1497147999637
1.0,1497148000277
1.0,1497148000757
1.0,1497148001518
1.0,1497148002158
1.0,1497148002759
1.0,1497148003600
1.0,1497148004320
1.0,1497148005080
1.0,1497148005640
1.0,1497148006121
1.0,1497148006601
1.0,1497148006961
1.0,1497148007442
1.0,1497148007882
1.0,1497148008562
1.0,1497148008883
1.0,1497148009402
1.0,1497148009722
1.0,1497148010523
1.0,1497148011004
1.0,1497148011324
1.0,1497148011845
1.0,1497148012245
1.0,1497148012966
1.0,1497148013445
1.0,1497148014246
1.0,1497148014646
1.0,1497148015208
1.0,1497148015486
1.0,1497148015968
1.0,1497148016327
1.0,1497148016728
1.0,1497148017128
1.0,1497148017648
1.0,1497148018049
1.0,1497148018649
1.0,1497148019089
1.0,1497148019530
1.0,1497148019890
1.0,1497148020490
1.0,1497148021051
1.0,1497148021491
1.0,1497148021812
1.0,1497148022572
1.0,1497148023293
1.0,1497148023733
1.0,1497148024133
1.0,1497148024773
1.0,1497148025334
