label,value,timestamp,
1,1.0,1497147988
1,1.0,1497147988
1,1.0,1497147988
1,1.0,1497147989
1,1.0,1497147989
1,1.0,1497147990
1,1.0,1497147990
1,1.0,1497147991
1,1.0,1497147991
1,1.0,1497147992
1,1.0,1497147992
1,1.0,1497147993
1,1.0,1497147993
1,1.0,1497147994
1,1.0,1497147994
1,1.0,1497147995
1,1.0,1497147995
1,1.0,1497147996
1,1.0,1497147996
1,1.0,1497147996
1,1.0,1497147997
1,1.0,1497147998
1,1.0,1497147998
1,1.0,1497147999
1,1.0,1497147999
1,1.0,1497148000
1,1.0,1497148000
1,1.0,1497148001
1,1.0,1497148002
1,1.0,1497148002
1,1.0,1497148003
1,1.0,1497148004
1,1.0,1497148005
1,1.0,1497148005
1,1.0,1497148006
1,1.0,1497148006
1,1.0,1497148006
1,1.0,1497148007
1,1.0,1497148007
1,1.0,1497148008
1,1.0,1497148008
1,1.0,1497148009
1,1.0,1497148009
1,1.0,1497148010
1,1.0,1497148011
1,1.0,1497148011
1,1.0,1497148011
1,1.0,1497148012
1,1.0,1497148012
1,1.0,1497148013
1,1.0,1497148014
1,1.0,1497148014
1,1.0,1497148015
1,1.0,1497148015
1,1.0,1497148015
1,1.0,1497148016
1,1.0,1497148016
1,1.0,1497148017
1,1.0,1497148017
1,1.0,1497148018
1,1.0,1497148018
1,1.0,1497148019
1,1.0,1497148019
1,1.0,1497148019
1,1.0,1497148020
1,1.0,1497148021
1,1.0,1497148021
1,1.0,1497148021
1,1.0,1497148022
1,1.0,1497148023
1,1.0,1497148023
1,1.0,1497148024
1,1.0,1497148024
1,1.0,1497148025
2,1.0,1497148414
2,1.0,1497148415
2,1.0,1497148416
2,1.0,1497148416
2,1.0,1497148418
2,1.0,1497148419
2,1.0,1497148420
2,1.0,1497148420
2,1.0,1497148421
2,1.0,1497148422
2,1.0,1497148422
2,1.0,1497148423
2,1.0,1497148424
2,1.0,1497148425
2,1.0,1497148426
2,1.0,1497148426
2,1.0,1497148427
2,1.0,1497148427
2,1.0,1497148428
2,1.0,1497148429
2,1.0,1497148430
2,1.0,1497148430
2,1.0,1497148431
2,1.0,1497148431
2,1.0,1497148432
2,1.0,1497148433
2,1.0,1497148433
2,1.0,1497148434
2,1.0,1497148435
2,1.0,1497148435
2,1.0,1497148436
2,1.0,1497148436
2,1.0,1497148437
2,1.0,1497148438
2,1.0,1497148438
2,1.0,1497148439
2,1.0,1497148440
2,1.0,1497148440
2,1.0,1497148441
2,1.0,1497148442
2,1.0,1497148443
2,1.0,1497148444
2,1.0,1497148444
2,1.0,1497148445
2,1.0,1497148445
2,1.0,1497148446
2,1.0,1497148447
2,1.0,1497148448
2,1.0,1497148448
2,1.0,1497148449
2,1.0,1497148449
2,1.0,1497148450
2,1.0,1497148451
2,1.0,1497148451
2,1.0,1497148452
2,1.0,1497148453
2,1.0,1497148454
2,1.0,1497148454
2,1.0,1497148455
2,1.0,1497148456
2,1.0,1497148456
2,1.0,1497148457
2,1.0,1497148458
2,1.0,1497148458
2,1.0,1497148459
2,1.0,1497148460
2,1.0,1497148460
2,1.0,1497148461
2,1.0,1497148461
2,1.0,1497148462
2,1.0,1497148462
2,1.0,1497148463
2,1.0,1497148463
2,1.0,1497148464
2,1.0,1497148464
2,1.0,1497148465
2,1.0,1497148466
2,1.0,1497148467
2,1.0,1497148467
2,1.0,1497148468
2,1.0,1497148469
